"org","year","survey","bush","state","edu","age","female","black","weight"
"cbsnyt",2,"9153",1,39,1,2,1,0,828
"cbsnyt",2,"9153",1,39,2,1,1,0,3142
"cbsnyt",2,"9153",1,31,3,2,1,0,603
"cbsnyt",2,"9153",NA,47,3,1,0,1,881
"cbsnyt",2,"9153",0,33,2,4,1,1,640
"cbsnyt",2,"9153",0,49,2,3,1,0,1151
"cbsnyt",2,"9153",0,22,1,3,0,0,762
"cbsnyt",2,"9153",1,23,2,3,1,0,503
"cbsnyt",2,"9153",1,14,3,2,0,0,530
"cbsnyt",2,"9153",NA,10,3,1,0,1,1761
"cbsnyt",2,"9153",1,33,2,4,1,0,883
"cbsnyt",2,"9153",1,22,2,4,1,0,883
"cbsnyt",2,"9153",NA,36,1,4,1,0,1344
"cbsnyt",2,"9153",1,39,4,3,1,0,711
"cbsnyt",2,"9153",1,14,4,2,1,1,925
"cbsnyt",2,"9153",1,23,4,2,1,0,638
"cbsnyt",2,"9153",1,33,2,2,0,0,2865
"cbsnyt",2,"9153",0,21,2,2,1,1,3135
"cbsnyt",2,"9153",1,26,3,3,0,0,582
"cbsnyt",2,"9153",1,11,4,2,0,0,842
"cbsnyt",2,"9153",1,15,3,1,1,0,696
"cbsnyt",2,"9153",0,33,4,1,0,0,498
"cbsnyt",2,"9153",0,11,2,1,1,0,1368
"cbsnyt",2,"9153",1,33,2,2,1,0,1656
"cbsnyt",2,"9153",1,36,4,2,1,0,319
"cbsnyt",2,"9153",0,25,3,2,1,0,526
"cbsnyt",2,"9153",0,24,2,1,1,0,1196
"cbsnyt",2,"9153",0,50,2,1,1,0,1196
"cbsnyt",2,"9153",0,33,2,2,1,0,828
"cbsnyt",2,"9153",1,34,4,2,0,0,842
"cbsnyt",2,"9153",0,33,2,4,1,0,883
"cbsnyt",2,"9153",0,23,3,1,0,1,2310
"cbsnyt",2,"9153",NA,7,2,4,1,0,1765
"cbsnyt",2,"9153",NA,23,2,1,0,0,1380
"cbsnyt",2,"9153",1,33,3,1,1,0,915
"cbsnyt",2,"9153",0,31,4,2,1,0,419
"cbsnyt",2,"9153",1,36,3,3,0,0,872
"cbsnyt",2,"9153",1,26,4,2,0,0,368
"cbsnyt",2,"9153",1,33,2,1,0,0,1812
"cbsnyt",2,"9153",1,50,3,2,0,0,265
"cbsnyt",2,"9153",0,31,3,4,1,0,707
"cbsnyt",2,"9153",0,10,3,3,0,0,665
"cbsnyt",2,"9153",1,50,2,2,0,0,727
"cbsnyt",2,"9153",1,50,2,1,0,0,3449
"cbsnyt",2,"9153",1,31,3,2,0,0,696
"cbsnyt",2,"9153",0,33,1,3,0,0,1524
"cbsnyt",2,"9153",1,10,2,4,1,0,769
"cbsnyt",2,"9153",1,44,2,1,0,1,1513
"cbsnyt",2,"9153",0,22,2,3,1,0,1982
"cbsnyt",2,"9153",1,14,1,3,1,0,1006
"cbsnyt",2,"9153",1,11,4,2,1,0,730
"cbsnyt",2,"9153",1,36,2,1,1,0,1196
"cbsnyt",2,"9153",1,47,3,2,1,0,526
"cbsnyt",2,"9153",0,37,4,1,1,1,1089
"cbsnyt",2,"9153",1,24,4,3,1,0,541
"cbsnyt",2,"9153",0,18,4,3,0,0,357
"cbsnyt",2,"9153",1,39,2,4,1,0,1765
"cbsnyt",2,"9153",0,50,2,3,0,0,1160
"cbsnyt",2,"9153",0,23,1,1,0,0,2759
"cbsnyt",2,"9153",1,36,2,2,1,0,630
"cbsnyt",2,"9153",1,26,2,1,0,0,690
"cbsnyt",2,"9153",0,43,4,3,0,0,714
"cbsnyt",2,"9153",0,39,2,1,1,0,1571
"cbsnyt",2,"9153",0,39,2,4,1,0,883
"cbsnyt",2,"9153",0,16,4,1,1,0,657
"cbsnyt",2,"9153",0,36,1,2,0,0,1454
"cbsnyt",2,"9153",1,33,3,2,0,0,348
"cbsnyt",2,"9153",0,23,3,1,0,1,1540
"cbsnyt",2,"9153",0,30,1,3,0,0,1524
"cbsnyt",2,"9153",0,15,3,1,0,0,803
"cbsnyt",2,"9153",0,24,4,3,0,0,1249
"cbsnyt",2,"9153",0,15,2,2,1,0,630
"cbsnyt",2,"9153",0,50,3,3,1,0,504
"cbsnyt",2,"9153",1,10,2,2,1,0,721
"cbsnyt",2,"9153",1,39,2,3,0,0,1524
"cbsnyt",2,"9153",1,33,4,2,1,0,838
"cbsnyt",2,"9153",1,36,4,2,0,0,368
"cbsnyt",2,"9153",0,36,4,2,1,0,638
"cbsnyt",2,"9153",0,18,2,2,1,0,721
"cbsnyt",2,"9153",0,44,2,3,0,0,664
"cbsnyt",2,"9153",0,4,2,2,1,0,1442
"cbsnyt",2,"9153",1,28,2,2,0,0,1454
"cbsnyt",2,"9153",1,41,1,1,1,0,2052
"cbsnyt",2,"9153",1,39,4,2,1,0,419
"cbsnyt",2,"9153",1,10,1,3,0,0,1327
"cbsnyt",2,"9153",1,25,3,2,0,0,606
"cbsnyt",2,"9153",1,10,3,4,1,0,308
"cbsnyt",2,"9153",1,10,3,2,0,0,303
"cbsnyt",2,"9153",1,22,3,1,1,0,457
"cbsnyt",2,"9153",0,10,3,1,1,0,796
"cbsnyt",2,"9153",1,14,1,4,1,0,1344
"cbsnyt",2,"9153",1,40,2,3,1,0,1321
"cbsnyt",2,"9153",1,21,2,1,1,0,4104
"cbsnyt",2,"9153",0,34,4,3,1,0,619
"cbsnyt",2,"9153",0,33,3,3,1,0,497
"cbsnyt",2,"9153",1,14,2,3,0,0,1160
"cbsnyt",2,"9153",1,8,4,2,1,0,730
"cbsnyt",2,"9153",NA,36,2,3,0,0,1741
"cbsnyt",2,"9153",NA,7,2,2,1,0,828
"cbsnyt",2,"9153",1,19,4,4,0,0,944
"cbsnyt",2,"9153",1,20,1,4,0,0,2036
"cbsnyt",2,"9153",1,35,2,3,0,0,1741
"cbsnyt",2,"9153",1,4,1,3,0,0,1327
"cbsnyt",2,"9153",1,10,3,4,1,0,308
"cbsnyt",2,"9153",1,21,4,2,0,0,842
"cbsnyt",2,"9153",0,18,4,1,1,0,752
"cbsnyt",2,"9153",0,14,4,2,1,0,638
"cbsnyt",2,"9153",1,47,4,3,0,0,714
"cbsnyt",2,"9153",0,36,2,3,0,0,2321
"cbsnyt",2,"9153",1,22,2,2,0,0,1910
"cbsnyt",2,"9153",1,31,2,2,1,0,828
"cbsnyt",2,"9153",NA,23,2,1,1,0,1196
"cbsnyt",2,"9153",0,14,4,2,1,1,1387
"cbsnyt",2,"9153",0,50,3,2,1,0,230
"cbsnyt",2,"9153",1,31,4,3,0,0,205
"cbsnyt",2,"9153",1,11,2,1,1,0,1368
"cbsnyt",2,"9153",0,8,2,4,0,0,887
"cbsnyt",2,"9153",1,33,4,2,0,0,967
"cbsnyt",2,"9153",0,44,1,4,1,0,1538
"cbsnyt",2,"9153",0,50,2,3,1,0,503
"cbsnyt",2,"9153",0,14,4,3,1,0,271
"cbsnyt",2,"9153",0,43,1,4,1,0,769
"cbsnyt",2,"9153",NA,14,4,2,0,0,736
"cbsnyt",2,"9153",NA,22,2,4,0,0,1524
"cbsnyt",2,"9153",1,33,2,4,1,0,1765
"cbsnyt",2,"9153",1,34,3,3,1,0,288
"cbsnyt",2,"9153",0,28,4,3,1,0,541
"cbsnyt",2,"9153",1,24,4,2,1,0,638
"cbsnyt",2,"9153",0,31,1,4,1,0,883
"cbsnyt",2,"9153",0,33,3,2,0,0,1044
"cbsnyt",2,"9153",1,31,2,4,1,0,1765
"cbsnyt",2,"9153",1,49,3,3,1,0,577
"cbsnyt",2,"9153",1,15,2,4,1,0,1344
"cbsnyt",2,"9153",1,14,4,4,0,0,825
"cbsnyt",2,"9153",1,39,2,3,1,0,1321
"cbsnyt",2,"9153",0,37,3,2,1,0,788
"cbsnyt",2,"9153",1,15,3,3,0,0,582
"cbsnyt",2,"9153",1,50,3,1,0,0,803
"cbsnyt",2,"9153",0,31,3,4,1,0,707
"cbsnyt",2,"9153",0,39,2,1,0,0,5436
"cbsnyt",2,"9153",0,44,3,4,0,0,710
"cbsnyt",2,"9153",0,44,2,2,1,0,1442
"cbsnyt",2,"9153",0,31,3,1,1,0,1372
"cbsnyt",2,"9153",0,34,4,3,0,0,714
"cbsnyt",2,"9153",1,10,2,4,1,0,1538
"cbsnyt",2,"9153",1,10,3,2,0,0,303
"cbsnyt",2,"9153",1,31,2,1,1,0,1571
"cbsnyt",2,"9153",0,34,2,2,1,0,1442
"cbsnyt",2,"9153",0,36,4,1,1,0,329
"cbsnyt",2,"9153",1,44,2,1,0,0,1578
"cbsnyt",2,"9153",0,14,1,1,1,0,598
"cbsnyt",2,"9153",NA,35,1,4,1,0,1344
"cbsnyt",2,"9153",NA,14,3,1,0,0,803
"cbsnyt",2,"9153",1,47,4,2,1,0,365
"cbsnyt",2,"9153",1,21,1,2,0,0,1663
"cbsnyt",2,"9153",0,22,4,2,1,0,838
"cbsnyt",2,"9153",0,26,2,1,1,0,598
"cbsnyt",2,"9153",0,49,1,4,1,0,1538
"cbsnyt",2,"9153",0,14,2,1,0,0,1380
"cbsnyt",2,"9153",1,15,4,1,0,0,758
"cbsnyt",2,"9153",1,23,1,4,1,0,672
"cbsnyt",2,"9153",1,7,2,3,0,0,1524
"cbsnyt",2,"9153",1,41,4,1,0,0,867
"cbsnyt",2,"9153",NA,7,3,4,1,0,707
"cbsnyt",2,"9153",1,7,3,2,0,0,696
"cbsnyt",2,"9153",1,36,2,2,0,0,1454
"cbsnyt",2,"9153",NA,14,3,1,1,0,696
"cbsnyt",2,"9153",0,21,4,3,1,0,619
"cbsnyt",2,"9153",0,22,3,2,0,0,696
"cbsnyt",2,"9153",1,44,3,2,1,0,526
"cbsnyt",2,"9153",0,23,2,2,1,0,1261
"cbsnyt",2,"9153",0,15,2,1,1,0,598
"cbsnyt",2,"9153",1,36,3,2,0,0,530
"cbsnyt",2,"9153",1,49,1,2,1,0,2884
"cbsnyt",2,"9153",1,42,2,2,1,0,630
"cbsnyt",2,"9153",1,18,2,4,0,0,1773
"cbsnyt",2,"9153",1,23,3,3,1,0,504
"cbsnyt",2,"9153",1,28,2,3,1,0,503
"cbsnyt",2,"9153",0,16,4,1,0,0,758
"cbsnyt",2,"9153",NA,10,3,4,0,0,710
"cbsnyt",2,"9153",0,33,3,3,1,0,1656
"cbsnyt",2,"9153",0,35,4,1,1,0,329
"cbsnyt",2,"9153",0,37,3,4,1,0,616
"cbsnyt",2,"9153",1,44,1,4,0,0,887
"cbsnyt",2,"9153",1,1,3,3,0,0,665
"cbsnyt",2,"9153",1,10,4,3,1,0,310
"cbsnyt",2,"9153",1,43,1,3,1,0,1151
"cbsnyt",2,"9153",0,34,3,1,1,0,796
"cbsnyt",2,"9153",0,21,2,1,1,0,4104
"cbsnyt",2,"9153",0,8,3,4,1,0,288
"cbsnyt",2,"9153",0,26,3,2,0,0,530
"cbsnyt",2,"9153",0,24,3,4,0,0,310
"cbsnyt",2,"9153",1,34,2,1,0,0,1578
"cbsnyt",2,"9153",0,50,2,4,1,0,672
"cbsnyt",2,"9153",0,34,4,3,1,0,619
"cbsnyt",2,"9153",0,14,4,1,1,0,329
"cbsnyt",2,"9153",1,25,2,2,0,0,1663
"cbsnyt",2,"9153",1,18,4,1,0,0,433
"cbsnyt",2,"9153",0,26,2,2,0,0,727
"cbsnyt",2,"9153",1,33,2,3,1,0,1321
"cbsnyt",2,"9153",NA,31,3,2,1,0,905
"cbsnyt",2,"9153",1,23,2,3,1,0,503
"cbsnyt",2,"9153",0,44,2,3,1,0,575
"cbsnyt",2,"9153",0,5,4,1,0,0,348
"cbsnyt",2,"9153",1,25,4,1,1,0,752
"cbsnyt",2,"9153",1,39,3,3,1,0,331
"cbsnyt",2,"9153",1,36,4,3,0,0,1561
"cbsnyt",2,"9153",0,40,3,1,1,0,915
"cbsnyt",2,"9153",1,36,3,2,0,0,265
"cbsnyt",2,"9153",1,19,1,4,0,1,1700
"cbsnyt",2,"9153",1,43,2,1,1,1,1983
"cbsnyt",2,"9153",1,11,3,3,0,0,998
"cbsnyt",2,"9153",1,10,2,1,0,0,1184
"cbsnyt",2,"9153",1,49,2,1,1,0,684
"cbsnyt",2,"9153",0,16,3,1,1,0,696
"cbsnyt",2,"9153",NA,23,2,4,1,0,672
"cbsnyt",2,"9153",0,34,3,1,0,0,1378
"cbsnyt",2,"9153",0,41,2,1,1,0,1368
"cbsnyt",2,"9153",0,44,3,1,1,0,1991
"cbsnyt",2,"9153",0,49,3,1,1,0,398
"cbsnyt",2,"9153",NA,23,3,2,1,0,459
"cbsnyt",2,"9153",0,50,4,3,1,0,541
"cbsnyt",2,"9153",0,47,2,1,0,1,3025
"cbsnyt",2,"9153",1,28,3,1,1,0,696
"cbsnyt",2,"9153",0,33,3,3,1,0,993
"cbsnyt",2,"9153",1,50,3,3,0,0,1163
"cbsnyt",2,"9153",1,26,4,4,1,0,358
"cbsnyt",2,"9153",1,36,2,4,1,0,672
"cbsnyt",2,"9153",1,15,3,4,1,0,269
"cbsnyt",2,"9153",1,19,2,3,0,0,1327
"cbsnyt",2,"9153",0,26,3,4,0,0,621
"cbsnyt",2,"9153",1,26,3,1,0,0,1205
"cbsnyt",2,"9153",NA,22,2,2,1,0,828
"cbsnyt",2,"9153",NA,9,1,2,1,1,1045
"cbsnyt",2,"9153",1,39,3,2,0,0,696
"cbsnyt",2,"9153",0,1,1,2,1,0,3605
"cbsnyt",2,"9153",1,50,3,1,0,0,803
"cbsnyt",2,"9153",0,21,3,3,0,0,333
"cbsnyt",2,"9153",1,14,4,3,1,0,541
"cbsnyt",2,"9153",1,10,2,1,1,0,1368
"cbsnyt",2,"9153",1,5,2,4,1,0,618
"cbsnyt",2,"9153",1,41,1,3,0,0,664
"cbsnyt",2,"9153",1,10,4,2,0,0,842
"cbsnyt",2,"9153",0,15,2,3,0,0,1160
"cbsnyt",2,"9153",0,15,2,1,0,0,1380
"cbsnyt",2,"9153",0,21,2,2,1,1,1045
"cbsnyt",2,"9153",1,23,2,3,1,0,1006
"cbsnyt",2,"9153",1,7,1,4,1,0,883
"cbsnyt",2,"9153",1,31,3,2,0,0,696
"cbsnyt",2,"9153",0,50,3,1,1,0,696
"cbsnyt",2,"9153",1,41,1,4,0,0,887
"cbsnyt",2,"9153",1,50,2,2,1,0,1261
"cbsnyt",2,"9153",1,43,1,4,1,0,1538
"cbsnyt",2,"9153",0,33,4,3,0,0,820
"cbsnyt",2,"9153",1,34,3,1,1,0,398
"cbsnyt",2,"9153",1,33,1,2,1,0,2484
"cbsnyt",2,"9153",1,44,3,1,0,0,919
"cbsnyt",2,"9153",1,1,2,2,0,0,1663
"cbsnyt",2,"9153",1,43,2,3,0,0,2655
"cbsnyt",2,"9153",1,50,4,4,1,0,716
"cbsnyt",2,"9153",0,50,4,2,0,0,736
"cbsnyt",2,"9153",1,21,4,2,1,0,365
"cbsnyt",2,"9153",0,34,3,2,1,0,526
"cbsnyt",2,"9153",0,36,2,1,0,0,1380
"cbsnyt",2,"9153",1,39,3,1,1,0,915
"cbsnyt",2,"9153",1,18,1,4,0,0,1773
"cbsnyt",2,"9153",NA,34,2,4,0,0,2660
"cbsnyt",2,"9153",0,14,3,2,0,1,1016
"cbsnyt",2,"9153",1,24,2,2,0,0,727
"cbsnyt",2,"9153",1,50,2,3,0,0,1741
"cbsnyt",2,"9153",1,24,2,3,1,0,1006
"cbsnyt",2,"9153",1,23,1,4,1,0,672
"cbsnyt",2,"9153",1,47,2,3,0,0,1991
"cbsnyt",2,"9153",0,24,2,1,1,0,1196
"cbsnyt",2,"9153",1,11,1,1,1,0,2052
"cbsnyt",2,"9153",0,50,4,2,1,0,638
"cbsnyt",2,"9153",0,10,2,4,1,0,1538
"cbsnyt",2,"9153",0,1,2,2,0,1,1594
"cbsnyt",2,"9153",0,41,2,1,0,0,3945
"cbsnyt",2,"9153",0,33,2,2,1,0,1656
"cbsnyt",2,"9153",1,17,2,2,1,0,1261
"cbsnyt",2,"9153",NA,43,2,2,0,0,1663
"cbsnyt",2,"9153",1,10,2,3,1,0,1151
"cbsnyt",2,"9153",1,36,2,2,1,0,1261
"cbsnyt",2,"9153",1,18,2,1,1,0,1368
"cbsnyt",2,"9153",0,44,3,2,1,1,381
"cbsnyt",2,"9153",0,17,4,2,1,0,638
"cbsnyt",2,"9153",0,33,1,2,0,0,955
"cbsnyt",2,"9153",1,4,2,4,0,0,1773
"cbsnyt",2,"9153",1,15,4,3,0,0,937
"cbsnyt",2,"9153",1,10,4,1,1,0,752
"cbsnyt",2,"9153",1,21,1,1,0,0,1578
"cbsnyt",2,"9153",1,22,2,2,1,0,1656
"cbsnyt",2,"9153",NA,1,2,3,0,0,664
"cbsnyt",2,"9153",0,14,3,1,0,0,803
"cbsnyt",2,"9153",0,44,2,1,1,0,684
"cbsnyt",2,"9153",1,36,3,1,0,0,803
"cbsnyt",2,"9153",1,20,2,2,1,0,1656
"cbsnyt",2,"9153",1,34,1,1,1,0,1368
"cbsnyt",2,"9153",1,21,3,3,1,0,577
"cbsnyt",2,"9153",0,18,4,1,1,0,752
"cbsnyt",2,"9153",1,1,1,3,0,0,1991
"cbsnyt",2,"9153",1,50,3,1,1,0,696
"cbsnyt",2,"9153",NA,33,4,2,1,0,419
"cbsnyt",2,"9153",1,47,2,1,0,0,789
"cbsnyt",2,"9153",0,22,4,1,0,0,995
"cbsnyt",2,"9153",1,41,3,1,1,0,796
"cbsnyt",2,"9153",1,31,3,1,1,0,915
"cbsnyt",2,"9153",1,21,2,1,0,0,2367
"cbsnyt",2,"9153",NA,14,2,1,0,0,1380
"cbsnyt",2,"9153",NA,11,4,3,1,0,310
"cbsnyt",2,"9153",0,44,3,1,1,1,1154
"cbsnyt",2,"9153",1,43,2,3,0,0,1327
"cbsnyt",2,"9153",0,34,4,2,1,0,365
"cbsnyt",2,"9153",0,11,2,2,1,0,721
"cbsnyt",2,"9153",NA,36,3,2,0,0,530
"cbsnyt",2,"9153",0,18,2,3,1,0,1151
"cbsnyt",2,"9153",0,36,2,3,1,0,1006
"cbsnyt",2,"9153",0,4,1,3,1,0,1726
"cbsnyt",2,"9153",1,36,1,3,0,0,3481
"cbsnyt",2,"9153",0,47,3,2,1,1,381
"cbsnyt",2,"9153",0,18,4,1,0,0,867
"cbsnyt",2,"9153",1,36,3,3,1,0,504
"cbsnyt",2,"9153",1,33,3,2,0,0,696
"cbsnyt",2,"9153",1,15,2,3,1,0,1509
"cbsnyt",2,"9153",0,44,2,4,1,0,1538
"cbsnyt",2,"9153",1,5,3,4,1,0,247
"cbsnyt",2,"9153",1,41,4,2,0,0,842
"cbsnyt",2,"9153",1,19,3,2,1,0,526
"cbsnyt",2,"9153",0,11,3,1,1,1,577
"cbsnyt",2,"9153",1,47,3,4,1,0,616
"cbsnyt",2,"9153",1,44,2,1,1,0,1368
"cbsnyt",2,"9153",0,36,1,4,0,0,1550
"cbsnyt",2,"9153",1,23,3,2,0,0,530
"cbsnyt",2,"9153",1,10,2,1,0,0,2367
"cbsnyt",2,"9153",1,41,4,2,1,0,730
"cbsnyt",2,"9153",0,31,4,2,1,0,838
"cbsnyt",2,"9153",0,33,4,3,0,0,205
"cbsnyt",2,"9153",0,48,2,3,1,0,924
"cbsnyt",2,"9153",0,28,3,1,0,0,803
"cbsnyt",2,"9153",1,43,3,2,1,0,526
"cbsnyt",2,"9153",1,17,3,3,1,0,504
"cbsnyt",2,"9153",1,28,4,2,0,0,736
"cbsnyt",2,"9153",1,19,2,3,0,0,1327
"cbsnyt",2,"9153",1,43,2,1,1,0,1368
"cbsnyt",2,"9153",0,44,2,2,1,0,2163
"cbsnyt",2,"9153",0,23,3,1,0,1,2310
"cbsnyt",2,"9153",0,10,2,4,1,0,1538
"cbsnyt",2,"9153",0,25,2,2,1,1,1045
"cbsnyt",2,"9153",1,37,3,2,1,1,381
"cbsnyt",2,"9153",1,14,4,2,0,0,736
"cbsnyt",2,"9153",1,21,2,2,0,0,1663
"cbsnyt",2,"9153",1,4,2,3,0,0,1327
"cbsnyt",2,"9153",0,44,2,1,1,0,1368
"cbsnyt",2,"9153",0,26,4,1,1,0,1643
"cbsnyt",2,"9153",1,1,4,3,1,0,929
"cbsnyt",2,"9153",1,26,4,2,1,0,638
"cbsnyt",2,"9153",1,50,4,3,1,0,541
"cbsnyt",2,"9153",0,43,2,2,1,1,1045
"cbsnyt",2,"9153",1,43,4,3,1,0,1548
"cbsnyt",2,"9153",NA,44,2,3,1,1,834
"cbsnyt",2,"9153",NA,36,2,3,1,0,1006
"cbsnyt",2,"9153",0,15,3,2,0,0,530
"cbsnyt",2,"9153",0,16,3,2,1,0,459
"cbsnyt",2,"9153",0,14,4,2,0,0,736
"cbsnyt",2,"9153",0,26,2,3,0,1,3337
"cbsnyt",2,"9153",1,28,3,4,1,0,269
"cbsnyt",2,"9153",1,23,4,2,0,0,736
"cbsnyt",2,"9153",1,44,3,2,0,0,909
"cbsnyt",2,"9153",1,45,2,1,0,0,634
"cbsnyt",2,"9153",0,10,3,1,0,1,1761
"cbsnyt",2,"9153",1,43,4,2,1,0,730
"cbsnyt",2,"9153",1,5,4,3,0,0,574
"cbsnyt",2,"9153",0,14,4,2,1,0,638
"cbsnyt",2,"9153",NA,5,4,2,0,0,676
"cbsnyt",2,"9153",NA,13,4,1,0,0,696
"cbsnyt",2,"9153",1,19,4,2,0,0,842
"cbsnyt",2,"9153",1,18,3,2,1,0,263
"cbsnyt",2,"9153",1,16,2,2,1,0,630
"cbsnyt",2,"9153",0,48,1,3,0,0,1066
"cbsnyt",2,"9153",0,5,2,3,1,1,1340
"cbsnyt",2,"9153",1,43,1,4,0,0,887
"cbsnyt",2,"9153",1,5,4,3,1,0,497
"cbsnyt",2,"9153",1,48,3,3,0,0,534
"cbsnyt",2,"9153",1,5,4,2,1,0,586
"cbsnyt",2,"9153",1,44,3,1,0,0,459
"cbsnyt",2,"9153",0,14,2,3,0,0,870
"cbsnyt",2,"9153",0,5,2,1,0,0,1268
"cbsnyt",2,"9153",0,48,4,1,0,0,696
"cbsnyt",2,"9153",NA,13,4,4,1,0,249
"cbsnyt",2,"9153",1,6,2,2,1,0,1158
"cbsnyt",2,"9153",0,14,4,1,1,0,493
"cbsnyt",2,"9153",1,5,2,4,1,0,618
"cbsnyt",2,"9153",0,5,3,4,1,1,717
"cbsnyt",2,"9153",1,5,3,3,0,0,267
"cbsnyt",2,"9153",1,19,4,2,0,0,421
"cbsnyt",2,"9153",1,43,3,1,0,0,919
"cbsnyt",2,"9153",NA,5,3,3,1,0,232
"cbsnyt",2,"9153",1,44,4,2,1,0,730
"cbsnyt",2,"9153",NA,6,4,3,1,0,497
"cbsnyt",2,"9153",1,5,3,1,0,0,1107
"cbsnyt",2,"9153",1,5,2,4,1,0,1235
"cbsnyt",2,"9153",NA,3,3,3,1,0,1158
"cbsnyt",2,"9153",NA,6,3,1,0,0,369
"cbsnyt",2,"9153",1,48,4,2,1,0,586
"cbsnyt",2,"9153",NA,25,1,3,1,1,3336
"cbsnyt",2,"9153",1,48,4,3,0,0,574
"cbsnyt",2,"9153",0,5,2,1,1,0,1099
"cbsnyt",2,"9153",0,48,3,2,0,0,487
"cbsnyt",2,"9153",0,48,3,1,0,0,738
"cbsnyt",2,"9153",0,5,3,1,0,0,738
"cbsnyt",2,"9153",0,6,4,1,1,1,2625
"cbsnyt",2,"9153",1,5,2,4,1,0,309
"cbsnyt",2,"9153",0,32,2,2,1,0,1158
"cbsnyt",2,"9153",0,48,4,2,0,0,338
"cbsnyt",2,"9153",NA,5,3,2,0,0,243
"cbsnyt",2,"9153",0,48,3,1,0,0,1107
"cbsnyt",2,"9153",0,45,2,1,0,0,1268
"cbsnyt",2,"9153",0,45,4,2,0,0,676
"cbsnyt",2,"9153",0,5,4,1,1,0,604
"cbsnyt",2,"9153",1,5,2,3,1,0,462
"cbsnyt",2,"9153",1,32,2,2,1,0,1158
"cbsnyt",2,"9153",1,5,3,2,0,0,487
"cbsnyt",2,"9153",1,5,2,1,0,0,1268
"cbsnyt",2,"9153",1,5,3,2,1,0,211
"cbsnyt",2,"9153",0,5,4,2,0,0,338
"cbsnyt",2,"9153",0,5,4,3,1,0,497
"cbsnyt",2,"9153",1,5,3,2,1,0,422
"cbsnyt",2,"9153",0,5,4,1,0,0,1045
"cbsnyt",2,"9153",0,3,4,3,1,0,249
"cbsnyt",2,"9153",1,38,1,2,1,0,579
"cbsnyt",2,"9153",0,5,3,2,0,0,730
"cbsnyt",2,"9153",NA,5,3,1,1,0,640
"cbsnyt",2,"9153",NA,5,3,1,0,0,369
"cbsnyt",2,"9153",1,5,3,1,0,0,369
"cbsnyt",2,"9153",0,38,3,3,1,0,463
"cbsnyt",2,"9153",1,5,3,1,1,0,640
"cbsnyt",2,"9153",1,6,4,2,1,0,293
"cbsnyt",2,"9153",0,48,4,3,1,0,497
"cbsnyt",2,"9153",0,38,4,2,0,0,676
"cbsnyt",2,"9153",0,5,4,3,0,0,574
"cbsnyt",2,"9153",0,5,2,1,0,0,1901
"cbsnyt",2,"9153",1,48,2,3,1,0,924
"cbsnyt",2,"9153",1,5,4,1,0,0,696
"cbsnyt",2,"9153",1,5,4,1,1,0,906
"cbsnyt",2,"9153",NA,45,3,1,0,0,738
"cbsnyt",2,"9153",1,5,2,1,0,0,1268
"cbsnyt",2,"9153",0,5,2,4,0,0,1425
"cbsnyt",2,"9153",0,5,4,2,0,0,676
"cbsnyt",2,"9153",0,5,3,2,0,0,243
"cbsnyt",2,"9153",1,45,4,2,1,0,293
"cbsnyt",2,"9153",1,38,3,2,0,0,1217
"cbsnyt",2,"9153",1,5,3,2,0,0,243
"cbsnyt",2,"9153",0,48,3,2,0,0,243
"cbsnyt",2,"9153",0,5,1,1,1,1,1593
"cbsnyt",2,"9153",NA,5,2,4,1,0,1235
"cbsnyt",2,"9153",1,5,3,2,0,0,487
"cbsnyt",2,"9153",0,48,3,2,1,0,211
"cbsnyt",2,"9153",NA,5,4,2,1,0,586
"cbsnyt",2,"9153",0,38,4,1,1,0,604
"cbsnyt",2,"9153",0,3,4,1,1,0,604
"cbsnyt",2,"9153",1,5,4,1,0,0,696
"cbsnyt",2,"9153",1,48,3,2,1,0,422
"cbsnyt",2,"9153",1,5,4,2,1,0,293
"cbsnyt",2,"9153",1,5,2,3,1,0,462
"cbsnyt",2,"9153",0,48,3,2,1,0,422
"cbsnyt",2,"9153",1,29,3,3,0,0,534
"cbsnyt",2,"9153",1,5,2,1,1,0,1099
"cbsnyt",2,"9153",1,5,4,2,0,0,676
"cbsnyt",2,"9153",0,5,2,2,1,0,579
"cbsnyt",2,"9153",1,5,4,3,0,0,287
"cbsnyt",2,"9153",1,5,4,3,1,0,497
"cbsnyt",2,"9153",0,39,3,2,1,0,603
"cbsnyt",2,"9153",1,21,3,4,1,0,308
"cbsnyt",2,"9153",1,11,4,1,0,0,433
"cbsnyt",2,"9153",0,1,2,1,1,0,1368
"cbsnyt",2,"9153",0,15,4,2,1,0,319
"cbsnyt",2,"9153",1,13,3,1,1,0,640
"cbsnyt",2,"9153",0,28,2,4,0,0,775
"cbsnyt",2,"9153",1,44,1,3,1,0,575
"cbsnyt",2,"9153",0,47,4,2,1,0,365
"cbsnyt",2,"9153",0,24,3,2,1,0,459
"cbsnyt",2,"9153",1,21,4,2,0,0,421
"cbsnyt",2,"9153",1,23,2,3,0,0,1160
"cbsnyt",2,"9153",1,31,2,2,1,0,1656
"cbsnyt",2,"9153",0,14,2,2,1,0,630
"cbsnyt",2,"9153",1,39,4,2,1,0,419
"cbsnyt",2,"9153",1,44,4,4,1,0,818
"cbsnyt",2,"9153",1,10,3,3,1,0,577
"cbsnyt",2,"9153",0,44,4,3,1,0,619
"cbsnyt",2,"9153",1,17,2,1,1,0,1196
