city,company,salary,summary,title,parsed_salary
San+Diego,BioPhase Solutions,"$70,000 - $81,000 a year","Prepares data summaries and presents them at team, project, and department meetings, accurately records experiments and data in laboratory notebooks, databases,...",Sr. RA II,75500.0
San+Diego,UC San Diego,"$48,000 - $64,000 a year","As a member of Research Administration Shared Services housed at Calit2, the incumbent provides analytical and financial support in proposal processing,",Research Administrator Analyst,56000.0
San+Diego,RiverRock Network,"$160,000 a year","Closely work with big data modelers and scientists. With data technologies, relational and non-relation data store solutions like *Hadoop, MySQL, Cassandra,...",Senior Hadoop Administrator,160000.0
San+Diego,UC San Diego,"$68,137 - $106,600 a year","Work closely with research scientists to translate ideas into software. Develop solutions for storing, sharing, and accessing large amounts of data....",Senior Software Engineer,87368.5
San+Diego,Voyant Advisors,"$55,000 - $85,000 a year",Position Description We are seeking to hire a professional in the role of Equity Research Analyst. The position is full-time and located in San Diego.,Investment Research Analyst,70000.0
San+Diego,Department of the Navy,"$64,624 - $84,011 a year","Which precedent data, criteria, or methods and techniques are inadequate, or. From pipefitters to accountants, scientists to engineers, doctors to nurses-the...",Electronics Technician,74317.5
San+Diego,Jobspring Partners,"$120,000 - $150,000 a year","Network, security, linus, devops, contract, Job, Opportunity, San Diego, Pacific Beach, Gas LAMP, Data Scientist, Data Engineer, algorithms, data structures,...",Senior Dev Opps Engineer for San Diego Financial Software (A...,135000.0
San+Diego,BioPhase Solutions,"$110,000 a year",Infectious Disease Scientist. Excellent data analysis and interpretation skills. Successful design of assays for extracting and describing complex high...,Infectious Disease Scientist,110000.0
San+Diego,Jobspring Partners,"$120,000 - $150,000 a year","Network, security, linus, devops, contract, Job, Opportunity, San Diego, Pacific Beach, Gas LAMP, Data Scientist, Data Engineer, algorithms, data structures,...",Senior Dev Ops/App Ops Engineer (AWS Cloud),135000.0
New+York,All-In Analytics,"$115,000 - $150,000 a year",This role will be responsible for leveraging analytics to train and evaluate models to gain insights to identify opportunities and solve business problems.,Machine Learning Data Scientist,132500.0
New+York,AllianceBernstein,"$117,500 - $127,500 a year",C onduct quantitative and statistical research as well as portfolio management for various investment portfolios. Collaborate with Quantitative Analysts and,AVP/Quantitative Analyst,122500.0
New+York,Oliver James Associates,"$170,000 - $200,000 a year",We are currently looking for an brilliant data scientist to utilize massive datasets in a leading insurance firm....,Data Scientist,185000.0
New+York,Empiric Solutions,"$140,000 a year","Our client is looking for a driven and enthusiastic Data Scientist to join our fast-paced, execution-oriented Product Development team....",Data Scientist - Life Sciences,140000.0
New+York,Averity,"$150,000 a year",Are you a Senior Data Scientist excited about the thought of starting a Data Science group in the arts and entertainment world?...,Senior Data Scientist ($150k),150000.0
New+York,Datacom Technology Group,"$200,000 a year",They will report directly to the company founders and manage other Data Scientists. Political Analytics firm looking for a full time data scientist to work out...,Data Scientist,200000.0
New+York,Selby Jennings,"$100,000 - $200,000 a year","Data Scientist Global Private Asset Management Firm Manhattan, New York, USA Circa $100,000 - $200,000 plus Bonus and Benefits Key Skills: Python, R,",Data Scientist,150000.0
New+York,Empiric Solutions,"$140,000 a year",The Data Scientist will be responsible for ensuring that our data products are of the highest quality. Develop and maintain ongoing data exploratory analyses...,Data Scientist - Digital Marketing - Technology Start-Up,140000.0
New+York,"Environmental Conservation, Department of","$75,243 - $94,834 a year","Strong familiarity with water quality monitoring and assessment techniques, toxicology and toxicological research, statistical analysis and data evaluation....",Research Scientist 3 - (Water Pollution),85038.5
New+York,TalentHub Worldwide,"$105,000 a year",The Data Scientist assists in creating and maintaining data infrastructure for gathering multiple sources of data into a single data hub for the generation of...,Data Scientist,105000.0
New+York,Averity,"$150,000 - $300,000 a year",Examine and analyze data to increase alpha and decrease risk. Industry leading multi-billion dollar quant fund looking for Analysts that can drive quantitative...,Quantitative Analyst for Global Quant Fund,225000.0
New+York,Technical Source,"$200,000 a year","Data analytics and modeling, data visualization, business acumen and strategy.*. The Data Scientist and Senior Managing Strategy Consultant role is in our...",Data Scientist,200000.0
New+York,Wade & Wendy,"$130,000 a year",Programmatically adding data to and manipulating data from a graph-based database system. Gather and parse structured as well as unstructured data and organize...,Sr. Machine Learning Data Scientist,130000.0
New+York,ingenium,"$150,000 a year","Work with Data Scientists to process video data in ways that are meaningful for our publishers. Collaborate with a talented team of other engineers, data...",Big Data Engineer,150000.0
New+York,New York State Senate,"$50,000 a year",Restructure social listening data to achieve social intelligence from big data. Ability to provide data visualizations....,Data Scientist,50000.0
New+York,Smith Hanley Associates,"$115,000 - $150,000 a year","As a Data Scientist, you will:. We are looking for Data Scientist to join the team in our New York City office....",Data Scientist,132500.0
New+York,DEPT OF ENVIRONMENT PROTECTION,"$47,839 - $70,058 a year",Maintaining and preparing filed data and other records; Performing applicable quality control procedures and maintaining accurate records of QC (Quality Control...,Scientist,58948.5
New+York,Analytic Recruiting,"$150,000 - $240,000 a year","Prior analytics experience leading statisticians and data scientists. Crafting the methodology, to data mining/predictive modeling, and ultimately delivering...",Analytics Senior Director,195000.0
New+York,Helix Sleep,"$80,000 - $120,000 a year",2-5+ years of experience in a data scientist or data analyst with relatively little oversight and engineering support....,Senior Data Analyst,100000.0
New+York,Averity,"$150,000 - $200,000 a year","As a Market Data Engineer you will partner with a mix of portfolio teams to source and maintain data and tools for research, model implementations and reporting...",Data Engineer for $100B Manager ($200k+Benefits),175000.0
New+York,Emerald Resource Group,"$150,000 a year",You must be extremely software and data driven. Working with custom algorithms with a focus on data analytics....,Quantitative Analyst,150000.0
New+York,NYC Department of Buildings,"$64,807 - $85,000 a year","Translating quantitative data, research findings, and insights into compelling and informative graphic materials (e.g., charts, graphs);...","Quantitative Data Analyst, Risk Management",74903.5
New+York,Princeton Consulting,"$100,000 - $200,000 a year",Ability to visualize and communicate data science concepts to other team members and the business. With that being said an ideal candidate should have...,Data Scientist,150000.0
New+York,Smart Host,"$60,000 - $90,000 a year","We’re looking for a brilliant data scientist who codes to found our data team. As our data scientist, you’ll develop a nascent data model and pricing algorithm...",Data Scientist (Lead),75000.0
New+York,SUNY Oswego,"$50,000 - $60,000 a year","Image reconstruction algorithms, data analysis and software development. The Research Foundation for SUNY on behalf of the Advanced Wireless Systems Research...",Post-Doctoral Research Scientist,55000.0
New+York,City of New York,"$68,239 - $85,644 a year",City Research Scientist. Write SQL to query data from Oracle databases. Coordinate and perform data matches with datasets from external agencies....,Predictive Risk Analyst,76941.5
New+York,"Research Foundation for Mental Hygiene, Inc.","$59,250 a year",Manage and clean data as needed. Previous experience working with psychiatric or substance abuse data a plus....,"Research Technician III, Grade 21, Job 735195",59250.0
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$68,239 - $85,644 a year","Experience utilizing mixed methods, including qualitative data; The Research Scientist will report to Research and Evaluation staff....","Data Analyst, Bureau of Chronic Disease Prevention and Tobac...",76941.5
New+York,"Research Foundation for Mental Hygiene, Inc.","$45,488 a year",O Track data collection activities to ensure data quality and IRB compliance. O Code qualitative data; O Participate in data collection activities including...,Assistant Research Scientist,45488.0
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$90,000 - $115,000 a year",Ensures data quality by reviewing data collection tools to ensure proper usage and accuracy of information....,"Deputy Director, QA & Strategic Statistical Analysis",102500.0
New+York,Selby Jennings,"$120,000 - $150,000 a year","Previous knowledge of data structures and standard algorithms. My client, a leading investment bank located in midtown Manhattan, is looking for a strong C++...",C++/Python Algo Developer/Data Scientist,135000.0
New+York,Selby Jennings,"$140,000 - $200,000 a year",Senior Data Scientist. Develop solutions independently as well as lead other data scientists. A leading tech advertising company is looking for Senior Data...,Senior Data Scientist,170000.0
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$66,575 - $83,555 a year",Online School Clinic Data Repository (OSCR). Develop and implement algorithms to check data for accuracy and in addition performs data cleaning and mining in...,"Data Manager, Adolescent Health Unit",75065.0
New+York,DEPARTMENT OF SANITATION,"$53,051 - $145,991 a year",The Data Scientist will also be provided the flexibility to experiment with his or her own ideas for improving operational insight and awareness through a data...,Computer Systems Manager I,99521.0
New+York,Selby Jennings,$650 - $900 a day,"Senior Quantitative Developer/Machine Learning/Data Scientist. Large scale data analysis – ideally with Python, R, Matlab, SQL....",Senior Quantitative/Machine Learning - Contract,
New+York,SUNY ESF,"$50,000 a year",This position will work closely with the New York State Department of Environmental Conservation (DEC) Bureau of Wildlife (BOW) staff and will function as the...,Research Scientist,50000.0
New+York,Health Research Incorporated,"$66,244 a year","And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244.0
New+York,HRA/DEPT OF SOCIAL SERVICES,"$68,239 - $83,000 a year",Availability and feasibility of data. Utilize both program and administrative data to develop report indicators that measure....,PROJECT MANAGER,75619.5
New+York,Datacom Technology Group,"$200,000 a year","Should have experience conducting empirical research and working with large fundamental data sets. Will analyze and interpret relevant data, use valuation...",Quantitative Analyst (Fundamental Quant Equities) - Hedge Fu...,200000.0
New+York,"Research Foundation for Mental Hygiene, Inc.","$38,735 - $40,774 a year","The incumbent will be involved in tasks related to participant tracking, data collection, extraction, record keeping and other office-related activities....","Assistant Research Scientist I, Grade 14, Job 736895",39754.5
New+York,Workbridge Associates,"$140,000 - $160,000 a year",The ideal candidate will join the Data team and assist in building and maintaining the data pipeline that drives the application....,Machine Learning Data Engineer,150000.0
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$68,239 - $85,644 a year","-Basic ability to interpret data and analyze statistics. Two years as a City Research Scientist Level I can be substituted for the experience required in ""1""...","Policy and Public Affairs Manager, Division of Prevention an...",76941.5
New+York,Averity,"$150,000 - $250,000 a year","Knowledge big data analysis and systems. Individual will work directly with Senior Analysts, Traders and report to trading head to leverage his/her big data and...",Junior Quantitative Analyst / Developer for $5B Hedge Fund,200000.0
New+York,Research Foundation of The City University of New...,"$40,000 - $50,000 a year",Passion for working with students from diverse backgrounds and for training the next generation of NYC’s top computer scientists....,Career Coach,45000.0
New+York,Research Foundation of The City University of New...,"$61,000 - $62,000 a year",Extensive data are available to support reservoir hydrodynamic and water quality modeling. Work will involve collaborative efforts with an interdisciplinary...,Water Quality Modeler,61500.0
New+York,Parker and Lynch,"$75,000 - $100,000 a year",Data analysis which includes working with large pools of data and manipulating information to perform analysis for management....,REVENUE ANALYST (STATISTICAL/ TIME SERIES ANALYSIS BACKGROUN...,87500.0
New+York,Workbridge Associates,"$130,000 - $160,000 a year","The current team consists of 3 junior Data Scientists, 1 mid level Data Scientist, along with the VP. They are hiring for a Senior Data Scientist / Tech Lead to...",Senior Data Scientist,145000.0
New+York,Access Staffing,"$70,000 - $80,000 a year","3+ years of experience in customer/market research or retail consulting. Strong interest in sociology, customer psychology and fashion/retail. Self-motivated","Analyst, Market Research",75000.0
New+York,Averity,"$130,000 - $175,000 a year",This is an amazing opportunity for a Senior Data Scientist to move into a client-facing role. We are looking for Senior Data Scientist with Anti-Money...,Data Scientist (AML Experience),152500.0
New+York,Atrium Staffing,"$65,000 - $77,000 a year","The High Throughput Screening (HTS) Analytical Research Scientist manage, organize, and interpret data that will be presented in group settings....",HIGH THROUGHPUT SCREENING...,71000.0
New+York,3coast,"$80,000 - $200,000 a year",VP - Predictive Modeling / Data Scientist. Handle missing data through an algorithmic approach such as multiple imputations to enable insights in sparse and...,VP - Predictive Modeling / Data Scientist,140000.0
New+York,Lighthouse Recruiting,"$60,000 - $75,000 a year","Reviews drug confirmation data from the laboratory, compares with the initial screening data for accuracy and release the results....",Certifying Scientist / Toxicologist,67500.0
New+York,AreteX Engineering,"$75,000 a year","Candidates with experience in the analysis of experimental data derived from---but not limited to---auditory/visual/cross-sensory psychophysical, EEG, ECG, and...",NSF-Sponsored Postdoctoral Fellow: EEG Analysis,75000.0
New+York,POLICE DEPARTMENT,"$41,057 - $61,669 a year","This position will also be responsible for conducting confidential analytical work in the review, extraction, examination, and compilation of highly sensitive...","STATISTICIAN, LEVEL I",51363.0
New+York,Averity,"$200,000 - $300,000 a year","ContactMichael Pachella (michael.pachella@averityteam.com)Quantitative Analyst, Research, Modeling, Data Science....",Quantitative Analyst (Big Data Focus) at $10+ Billion Hedge...,250000.0
New+York,Research Foundation of The City University of New...,"$40,000 - $65,000 a year",Collect data through field research exercises; Conduct intensive data analysis to inform implementation of the National Network’s crime reduction strategies;...,Research Analyst,52500.0
New+York,Selby Jennings,"$115,000 - $200,000 a year",Data Scientist/Data Engineer. A well established hedge fund in New York City is looking to bring on a talented data scientist to their data team....,Data Scientist Hedge Fund New York,157500.0
New+York,Smith Arnold Partners,"$40,000 - $50,000 a year",Analyze and interpret data and derive insights to answer key clients’ business questions. Expanding international research and strategy firm in seeks a Research...,Research Analyst,45000.0
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$70,142 a year","Graduate level work in data analytic techniques, mathematics, statistics, measures of association, or related data analysis fields....","Researcher and Data Analyst, Developmental Disabilities",70142.0
New+York,Atrium Staffing,"$70,000 - $80,000 a year","Scientist needs a Masters or Ph.D.in chemistry or closely related field. Scientist assists in the development of novel compounds by HPLC, release studies, and...",SR. SCIENTIST,75000.0
New+York,"Health, Department of","$41,993 - $53,606 a year","Additional duties will include development and validation of new tests, viral sequencing, data analysis, reporting of results and general laboratory...",Assistant Research Scientist (G14) (Virology) - 34114,47799.5
New+York,Oliver James Associates,"$180,000 - $250,000 a year","This is an excellent opportunity for a candidate from an actuarial background with previous experience in predictive modelling, preferably with P&C experience",VP - Predictive Modeling Actuary,215000.0
New+York,Columbia University,"$45,000 a year",Executes the field-going operations with supervising scientist. Maintains ongoing data collection for long-term remote operations....,SENIOR RESEARCH STAFF ASSISTANT,45000.0
New+York,Univision communications inc,"$50,000 - $60,000 a year","Infographics, visual data representation skills a plus. Comfortable working with large data files and cross tabs....","Analyst, Strategy & Insights – Custom Research",55000.0
New+York,NYC Health + Hospitals,"$51,165 a year","Act as a liaison between facilities, Case Management, Network Relations and Quality Management in the dissemination of member data....",Healthcare Research Analyst,51165.0
New+York,ADMIN FOR CHILDREN'S SVCS,"$68,239 - $85,644 a year",Perform analytic tasks using individual/case level data and aggregate data. Lead the development of a data visualization approaches and GIS resources in support...,Deputy Director for Child Welfare Management Reporting,76941.5
New+York,DEPARTMENT OF FINANCE,"$68,239 - $80,000 a year","Strong data analysis skills and data testing. Assisting with data cleansing, data conversion, system integrity, and system access issues....",Policy Data Analyst,74119.5
New+York,Selby Jennings,"$150,000 - $200,000 a year",VP Data Scientist. A top investment bank in New York City is looking for a VP-level Data Scientist to join their Data Science Division....,VP Data Scientist,175000.0
New+York,Averity,"$175,000 - $275,000 a year",We are a top-tier asset manager looking for a Quant Scientist (Quantitative Developer / Data Scientist) to work on one of our leading portfolio teams in our...,Quantitative Data Scientist - Large Asset Manager,225000.0
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$68,239 - $78,475 a year","Utilize statistical tools to analyze data and manage data requests (Hub data, MasterBank, Salient data, Survey data and etc.)....","Project Manager, Bureau of Primary Care Information Project",73357.0
New+York,Averity,"$85,000 - $105,000 a year","As a Big Data Analytics Engineer, you will work with a team of data engineers and data scientists in our new and growing data team to maintain out company's...",Big Data Engineer/ ETL Developer for a Global Education Prov...,95000.0
New+York,Workbridge Associates,"$140,000 - $180,000 a year","Self-driven, ability to be the first Data Scientist and sole researcher. As the lead Data Scientists you will play the crucial role of analyzing this data to...",Lead Data Scientist,160000.0
New+York,Averity,"$150,000 - $250,000 a year",We are looking for a Senior Data Scientist to lead and grow our company's newly formed Data Science team. As a Senior/ Lead Data Scientist you will be leading...,Senior/ Lead Data Scientist for Digital Media Company,200000.0
New+York,Etech Hi Inc.,"$55,000 a year","Perform data analysis and create reports based on findings. Process engineer, chemical engineer, engineer, project engineer, development engineer, engineering...",Technical Service Engineer,55000.0
New+York,Execu | Search,"$70,000 - $100,000 a year","Execute in-depth industry analysis using resources such as market data, economic news and surveys. A premier investment banking firm headquartered in New York...",Equity Research Analyst,85000.0
New+York,NJF Search,"$200,000 a year",Demonstrated ability to conduct independent research utilizing large data sets. Apply machine learning techniques to predicting financial markets....,Machine Learning Research Scientist - Hedgefund,200000.0
New+York,Infinity Consulting Solutions,"$65,000 a year","An ability to translate and communicate complex data issues succinctly and with clarity to ensure understanding by management, clients or data scientists....",Data Administrator,65000.0
New+York,DEPT OF ENVIRONMENT PROTECTION,"$66,575 - $83,555 a year","Experience with ESRI software and spatial data analysis, water resources and stormwater management concepts are highly desired....",Water Resources Analyst,75065.0
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$57,969 a year","-Use SAS, including merge statements, macros and SQL, to manipulate and clean data and create analytic data sets....","Junior Research Analyst, Family and Child Health Administrat...",57969.0
New+York,GVATE,"$24,000 - $56,000 a year","You should also have experience communicating with website developers, software engineers and data scientist....","Marketing Specialist | SEO, PPC, Conversion Marketing",40000.0
New+York,NJF Search,"$120,000 a year","The role will focus on data analysis, statistics and probability. The main focus is to update existing strategies, monetize alphas, measure latencies conduct...",Statistician – Trading Firm,120000.0
New+York,Averity,"$100,000 a year","We are a small team right, and we have a larger data team, including both engineers and data scientists (about 25 total), that work with us in a collaborative,...",Data Engineer (Partially Remote),100000.0
New+York,University at Buffalo,"$43,692 - $57,504 a year","Ability to manage multiple projects, set priorities, independently plan experiments, analyze data and prepare manuscripts for publication necessary....",Postdoctoral Associate,50598.0
New+York,Analytic Recruiting,"$130,000 a year","Leading Market Research Company seeking Senior Data Scientist. Machine learning, data science, big data, SAS. This position will interact frequently with senior...",Senior Data Scientist,130000.0
New+York,Econtetni,"$65,000 a year","We are looking for a machine learning expert who loves working with sensor data, loves developing new algorithms, is not afraid of challenging, open-ended...",Machine Learning Engineer Entry Level,65000.0
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$85,211 - $97,993 a year","Develop new surveillance and data analysis methods. Two years as a City Research Scientist Level I can be substituted for the experience required in ""1"" and ""2""...","Senior Epidemiologist, Bureau Systems Strengthening and Acce...",91602.0
New+York,Analytic Recruiting,"$65,000 a year",Market Research Analyst (reports to SVP) needed by international custom market research firm to manage the execution and analysis of custom market research,Market Research Analyst,65000.0
New+York,HOUSING PRESERVATION & DVLPMNT,"$77,000 - $90,000 a year","Reliability and validity, sampling, questionnaire design, primary data collection, weighting, and data management;...",Survey Methodologist,83500.0
New+York,Econtetni,"$65,000 a year","We are looking for a machine learning expert who loves working with sensor data, loves developing new algorithms, is not afraid of challenging, open-ended...",Machine Learning Engineer,65000.0
New+York,Health Research Incorporated,"$42,416 a year","The incumbent will also assist senior research scientists with additional responsibilities as assigned. Assisting in sample and solution preparation, daily...",Assistant Research Scientist,42416.0
New+York,ADMIN FOR CHILDREN'S SVCS,"$68,239 - $85,644 a year",Manage large datasets and advanced data analysis skills using statistical software such as SPSS and SAS. Two years as a City Research Scientist Level I can be...,Clinical Program Officer,76941.5
New+York,Smith Arnold Partners,"$50,000 - $65,000 a year",Analyze and interpret data and derive insights to answer key clients’ business questions. Expanding international research and strategy firm in seeks a Senior...,Senior Research Analyst,57500.0
New+York,City of New York,"$68,239 - $85,644 a year",City Research Scientist. Write SQL to query data from Oracle databases. Perform statistical analyses using individual or case level data....,DYFJ Senior Analyst,76941.5
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Green Key Resources,"$175,000 - $215,000 a year",7+ years of relevant Data Governance experience. Contribute to the overall data governance strategy to ensure the meta data developed and composed supports the...,Data Analysis Specialist,195000.0
New+York,Selby Jennings,"$120,000 - $150,000 a year","Junior Medical Devices Equity Research Analyst – New York, NY A top financial services firm is looking to add an Equity Research Analyst with at least 2+",Junior Medical Devices Equity Research Analyst,135000.0
New+York,Hire Solutions Inc.,"$200,000 a year","We are looking for data scientist, NLP specialist, etc. Understand business requirements for management data and services....",JR. Full Stack Developer,200000.0
New+York,New York City Department of Education .,"$69,674 a year",Collects data on operations and closely monitors operational benchmarks. (Those who previously applied need not re-apply)....,"Project Manager, Citywide Programs",69674.0
New+York,FIRE DEPARTMENT,"$68,239 - $85,644 a year","Prepare data for processing by organizing information, checking for any inaccuracies and adjusting the data; Identify/analyze relationships and trends in data,...",DATA ANALYST,76941.5
New+York,Green Key Resources,"$70,000 - $150,000 a year","Analyze trading data in order to increase profitability, decrease risk, and reduce transaction costs. 0 to 5 years of relevant work experience....",Quantitative Analyst,110000.0
New+York,Laguna Source,"$100,000 a year",Troubleshooting of process related problems at manufacturing scale through the effective design of scale-down studies and the evaluation of data from...,Senior Scientist - Upstream Processes - Biologics Manufactur...,100000.0
New+York,Jobspring Partners,"$80,000 - $200,000 a year",You will be joining a team of 25 total engineers working on a large application that allows the company’s in-house scientists to benefit from data visualization...,Front End/UI Hybrid at World-Renowned Research Lab,140000.0
New+York,Selby Jennings,"$60,000 - $100,000 a year",Equity Research Analyst The Client is a full-service retail and institutional brokerage and investment banking firm that is looking to add a Pharmaceutical,Junior Pharma Equity Research Analyst,80000.0
Boston,Department Of Veterans Affairs,"$92,448 - $120,187 a year","Same size estimation and data analysis, protocol requirements, data collection. Reports/analysis of study data....",Statistician (Health),106317.5
Boston,Jobspring Partners,"$120,000 - $180,000 a year",Well funded start up in Boston is hiring for a Senior Data Scientist to join their team to help solve some unique and interesting data problems....,Senior Data Scientist,150000.0
Boston,U.S. Federal Government,"$64,862 - $120,187 a year",Define system requirements to develop and evaluate MPC data systems and interfaces by working closely with scientists and other IT Specialists....,IT Specialist (APPSW),92524.5
Boston,Strategic Employment Partners,"$110,000 - $150,000 a year","Professional experience in a data scientist, data analyst, or data architect role. They are currently looking to add a Senior level Data Scientist to head up...",Senior Data Scientist,130000.0
Boston,Strategic Employment Partners,"$90,000 a year","Ground-breaking startup, located in Waltham, involved with understanding cognitive studies, emotions, and psychology is looking to add a new Data Scientist....",Data Scientist,90000.0
Boston,Liberty Mutual,"$100,000 - $125,000 a year","In this role, you will collaborate closely with a team of data scientists and analysts. Perform all data preparation and exploratory data analysis steps,...",Principal Analyst\Asst. Director¸ Data Science,112500.0
Boston,Jobspring Partners,"$230,000 - $250,000 a year","Data Scientist, Job, Data, Scientist, intelligence platform, Boston, Massachusetts, mathematics, Python, R, Spark, high-level, energy service providers,...",Chief Data Scientist,240000.0
Boston,The Bivium Group,"$85,000 - $130,000 a year","Our Kendall Square startup client with MIT roots - is looking to hire 2 Data Analyst, Data Science types:. Analytics Team - take the data science and develop...","Data Analysts, Data Scientists - Kendall Square startup",107500.0
Boston,Apptopia Inc,"$100,000 a year",We are looking for a Lead Data Scientist that will help us take the quality of our current estimation algorithms to the next level....,Data Scientist,100000.0
Boston,Analytic Recruiting,"$100,000 - $120,000 a year","PhD, Data Scientist, Machine Learning, E-commerce. Experience with big data technologies (e.g. Solid foundation on data structures and algorithms....",Data Scientist,110000.0
Boston,"Zachary Piper, LLC","$110,000 - $145,000 a year","Piper Clinical Solutions is currently looking for a Senior Statistician to work in Cambridge, MA. The Senior Statistician will support a major clinical",Senior Statistician,127500.0
Boston,Strategic Employment Partners,"$150,000 a year",Mentor and lead a team of Junior Data Scientists. Experience with data modeling as well as data engineering....,Lead Data Scientist,150000.0
Boston,U.S. Department of Labor,"$43,828 - $56,976 a year",Economic Data Management & Analysis. Grade 7 - Makes arrangements preparatory to obtaining data from enterprises for which the collection of data is expected to...,Statistician,50402.0
Boston,U.S. Federal Government,"$92,448 - $142,021 a year",Support the End-to-End Scientist in the Chandra X-ray Center Data System Division. The employee reports to the Chandra X-ray Center Data System (CXCDS) End-to...,Astrophysicist,117234.5
Boston,Boston Redevelopment Authority,"$56,000 - $70,000 a year",Ability to understand and run data analytics. Analyze data collection and metrics for youth programming and provide recommendations....,SENIOR RESEARCH ANALYST,63000.0
Boston,NJF Search,"$200,000 a year",The firm specializes in artificial intelligence applied to financial markets. We are looking for two profiles: Junior Software Engineer 1-3 years of,Software Engineer - Machine Learning Team,200000.0
Boston,Department Of Labor,"$43,828 - $56,976 a year",Grade 7 - Makes arrangements preparatory to obtaining data from enterprises for which the collection of data is expected to be straight forward and...,Statistician,50402.0
Boston,Jobspring Partners,"$115,000 - $135,000 a year",They’re looking for Data Scientists with a solid understanding of statistical programming languages (their primary language is SAS)....,Data Scientist (Marketing Mix Modeling),125000.0
Boston,The Bivium Group,"$90,000 - $140,000 a year", Willingness to engage in necessary data fussing.  Will develop solutions that read large volumes of data and produce insights in real time....,"Data Scientist - healthcare, hacking coding skills",115000.0
Boston,Execu | Search,"$110,000 - $130,000 a year",The Senior Data Scientist will:. 5+ years of experience as a Senior Data Scientist. Experience analyzing time series data....,Senior Data Scientist,120000.0
Boston,3coast,"$80,000 - $200,000 a year",VP - Predictive Modeling / Data Scientist. Handle missing data through an algorithmic approach such as multiple imputations to enable insights in sparse and...,VP - Predictive Modeling / Data Scientist,140000.0
Boston,Smith Hanley Associates,"$82,000 - $93,000 a year","Data Scientists, together with Data Engineers, Scientific Modelers and Scientific Programmers, are part of the core Analytics Solutions team....",Senior Analyst (Data Science),87500.0
Boston,Fanning Personnel,"$55,000 a year",The Research Data will:. Validate investment exposure data across asset classes. The Research Data Analyst will possess following qualifications:....,Research Data Analyst,55000.0
Boston,Analytic Recruiting,"$90,000 - $130,000 a year",Analyst or Manager will leverage data assets to optimize profitability and improve consumer and small banking customer experience....,Quantitative Analyst or Manager Decision Sciences,110000.0
Boston,Jobspring Partners,"$120,000 - $150,000 a year","Data science, Tensorflow, Theano, Torch, Caffe , deep learning, neural networks, neural nets, numpy, scipy, pandas, python....",Machine Learning Researcher,135000.0
Boston,Jobspring Partners,"$80,000 - $110,000 a year","Java, job, R, Python, Data Mining, Big Data, SPSS, SAS, BI, Tableau, Hadoop, Hive, Pig, Spark, machine learning, job, predictive analytics, data scientist,...",Junior Data Scientist,95000.0
Boston,Jobspring Partners,"$115,000 - $135,000 a year",They’re looking for Data Scientists with a solid understanding of statistical programming languages (their primary language is SAS)....,Data Scientist (PhD in Statistics),125000.0
Boston,A&A Seach,"$100,000 a year","Effective communication skills, both written and verbal, to communicate with scientists, engineers, and suppliers....",Embedded Software Engineer,100000.0
Boston,Smith Hanley Associates,"$60,000 - $75,000 a year","Data Scientists, together with Data Engineers, Scientific Modelers and Scientific Programmers, are part of the core Analytics Solutions team....",Analyst,67500.0
Boston,Princeton Consulting,"$140,000 - $220,000 a year",They are looking to add brilliant Data Scientists to their team. This firm uses computer vision and other machine learning technologies to discover meaningful...,Data Scientist,180000.0
Boston,U.S. Federal Government,"$109,245 - $160,300 a year","This will include development and deployment of novel high-bandwidth data capture systems at radio telescopes around the Globe, construction of data analysis...",Program Manager,134772.5
Boston,Execu | Search,"$110,000 - $150,000 a year","Experience working with equity data, programming complex research experiments, and developing mathematical models....",Quantitative Research Analyst,130000.0
Boston,The Bivium Group,"$80,000 - $130,000 a year","Also, opportunistically interested in seeing hot $h*t Data Scientists. Small team ( >10) of software engineers and data scientists with startup backgrounds....",Software Engineers (junior to mid-level) Python/Flask/Angula...,105000.0
Boston,Fanning Personnel,"$95,000 a year","Work with other members of the firm regarding investment research, analytics, asset allocation, risk and economic data Qualifications :....",Senior Research Analyst,95000.0
Boston,Systematix,"$70,000 - $80,000 a year","Analyze campaign data, interpret and synthesize results, and recommend action to optimize campaigns and keywords....",Search Marketing Specialist,75000.0
Boston,Bivium Group,"$100,000 - $150,000 a year","Please get in touch to learn more - jobs@biviumgroup.com - subject line ""Cambridge Data Scientist"" keywordsdata scientist, python, healthcare, startup, software...",Data Scientist - Healthcare stealth startup - python,125000.0
Boston,U.S. Federal Government,"$92,448 - $142,021 a year",Provides expert technical consultation to CfA scientists and other engineering staff in instrument electrical design....,Electronics Engineer,117234.5
